Urban_Rural,Q21,Q34,Q121,Q122,Q123,Q124,Q125,Q126,Q127,Q128,Q129,Q130,Q260,Q262,Q263,Q264,Q265
Rural,Not mentioned,Agree,Quite bad,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Prohibit people coming here from other countries,Female,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,"Neither good, nor bad",Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Place strict limits on the number of foreigners who can come here,Female,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Mentioned,Agree,Don´t know,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Don´t know,Male,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Disagree,"Neither good, nor bad",Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Let people come as long as there are jobs available,Female,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Disagree,Quite good,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Place strict limits on the number of foreigners who can come here,Male,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,Quite bad,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Prohibit people coming here from other countries,Male,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Rural,Mentioned,Neither agree nor disagree,"Neither good, nor bad",Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Let people come as long as there are jobs available,Female,30-49,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Agree,Quite bad,Agree,Disagree,Agree,Agree,Agree,Hard to say,Agree,Hard to say,Let people come as long as there are jobs available,Male,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Rural,Mentioned,Disagree,Quite bad,Disagree,Disagree,Agree,Hard to say,Agree,Disagree,Disagree,Agree,Place strict limits on the number of foreigners who can come here,Male,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Rural,Mentioned,Disagree,Quite bad,Agree,Disagree,Agree,Hard to say,Agree,Disagree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Male,30-49,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Agree,"Neither good, nor bad",Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Hard to say,Let people come as long as there are jobs available,Male,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Rural,Mentioned,Agree,"Neither good, nor bad",Agree,Agree,Hard to say,Agree,Hard to say,Agree,Hard to say,Hard to say,Place strict limits on the number of foreigners who can come here,Female,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Neither agree nor disagree,"Neither good, nor bad",Agree,Agree,Hard to say,Agree,Hard to say,Agree,Hard to say,Hard to say,Place strict limits on the number of foreigners who can come here,Female,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,"Neither good, nor bad",Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Let people come as long as there are jobs available,Female,30-49,I am born in this country,Immigrant,Immigrant
Urban,Not mentioned,Agree,Quite good,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Let people come as long as there are jobs available,Female,30-49,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Agree,Quite good,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Female,30-49,I am born in this country,Immigrant,Not an immigrant
Rural,Mentioned,Agree,"Neither good, nor bad",Hard to say,Hard to say,Hard to say,Hard to say,Hard to say,Hard to say,Hard to say,Hard to say,Prohibit people coming here from other countries,Male,50 and more,I am an immigrant to this country (born outside this country),Not an immigrant,Not an immigrant
Rural,Not mentioned,Agree,Quite bad,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Let people come as long as there are jobs available,Female,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Agree,"Neither good, nor bad",Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Prohibit people coming here from other countries,Male,50 and more,I am an immigrant to this country (born outside this country),Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,Quite bad,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Place strict limits on the number of foreigners who can come here,Female,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,Don´t know,Agree,Disagree,Hard to say,Hard to say,Hard to say,Agree,Agree,Hard to say,Place strict limits on the number of foreigners who can come here,Female,50 and more,I am born in this country,Not an immigrant,Immigrant
Urban,Not mentioned,Agree,Don´t know,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Let people come as long as there are jobs available,Female,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,"Neither good, nor bad",Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Place strict limits on the number of foreigners who can come here,Male,Up to 29,I am born in this country,Not an immigrant,Immigrant
Urban,Not mentioned,Agree,"Neither good, nor bad",Agree,Hard to say,Agree,Agree,Hard to say,Agree,Hard to say,Hard to say,Place strict limits on the number of foreigners who can come here,Female,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Urban,Mentioned,Agree,"Neither good, nor bad",Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Place strict limits on the number of foreigners who can come here,Male,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,"Neither good, nor bad",Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Male,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Mentioned,Agree,"Neither good, nor bad",Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Male,30-49,I am born in this country,Not an immigrant,Immigrant
Urban,Mentioned,Agree,Quite bad,Agree,Agree,Agree,Hard to say,Agree,Disagree,Disagree,Agree,Place strict limits on the number of foreigners who can come here,Female,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,Quite good,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Place strict limits on the number of foreigners who can come here,Male,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Agree,"Neither good, nor bad",Disagree,Disagree,Disagree,Hard to say,Agree,Agree,Agree,Disagree,Place strict limits on the number of foreigners who can come here,Female,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Agree,"Neither good, nor bad",Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Prohibit people coming here from other countries,Male,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Mentioned,Agree,"Neither good, nor bad",Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Let people come as long as there are jobs available,Male,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Urban,Mentioned,Neither agree nor disagree,"Neither good, nor bad",Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Place strict limits on the number of foreigners who can come here,Male,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Neither agree nor disagree,"Neither good, nor bad",Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Place strict limits on the number of foreigners who can come here,Male,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,Rather bad,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Male,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Neither agree nor disagree,"Neither good, nor bad",Hard to say,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Male,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,Quite bad,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Female,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Disagree,"Neither good, nor bad",Agree,Agree,Agree,Hard to say,Disagree,Agree,Hard to say,Hard to say,Don´t know,Female,50 and more,I am an immigrant to this country (born outside this country),Immigrant,Immigrant
Rural,Mentioned,Agree,Quite bad,Disagree,Disagree,Disagree,Agree,Agree,Hard to say,Disagree,Agree,Prohibit people coming here from other countries,Female,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Neither agree nor disagree,"Neither good, nor bad",Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Let people come as long as there are jobs available,Female,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,Don´t know,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Let people come as long as there are jobs available,Female,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,"Neither good, nor bad",Agree,Disagree,Agree,Agree,Agree,Agree,Hard to say,Agree,Place strict limits on the number of foreigners who can come here,Female,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Mentioned,Agree,"Neither good, nor bad",Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Prohibit people coming here from other countries,Male,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Mentioned,Agree,Quite bad,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Prohibit people coming here from other countries,Female,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,Quite bad,Disagree,Disagree,Agree,Hard to say,Agree,Hard to say,Agree,Agree,Place strict limits on the number of foreigners who can come here,Female,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,"Neither good, nor bad",Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Place strict limits on the number of foreigners who can come here,Female,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,"Neither good, nor bad",Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Female,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Urban,Mentioned,Agree,Rather bad,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Prohibit people coming here from other countries,Female,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,Rather bad,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Let anyone come who wants to,Male,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Urban,Mentioned,Neither agree nor disagree,"Neither good, nor bad",Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Don´t know,Female,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Disagree,Quite good,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Let anyone come who wants to,Female,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,Quite good,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Place strict limits on the number of foreigners who can come here,Female,Up to 29,I am an immigrant to this country (born outside this country),Immigrant,Immigrant
Urban,Not mentioned,Agree,"Neither good, nor bad",Hard to say,Disagree,Agree,Agree,Agree,Agree,Hard to say,Agree,Place strict limits on the number of foreigners who can come here,Female,50 and more,I am born in this country,Immigrant,Immigrant
Urban,Not mentioned,Agree,"Neither good, nor bad",Hard to say,Hard to say,Hard to say,Agree,Hard to say,Agree,Hard to say,Hard to say,Let people come as long as there are jobs available,Male,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Mentioned,Agree,"Neither good, nor bad",Agree,Agree,Agree,Hard to say,Agree,Agree,Disagree,Agree,Place strict limits on the number of foreigners who can come here,Female,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Mentioned,Agree,Rather bad,Agree,Disagree,Agree,Hard to say,Agree,Agree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Female,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Neither agree nor disagree,"Neither good, nor bad",Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Let anyone come who wants to,Male,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Neither agree nor disagree,"Neither good, nor bad",Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Place strict limits on the number of foreigners who can come here,Female,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Neither agree nor disagree,"Neither good, nor bad",Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Let people come as long as there are jobs available,Female,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Urban,Mentioned,Neither agree nor disagree,Quite good,Hard to say,Hard to say,Hard to say,Hard to say,Hard to say,Hard to say,Hard to say,Hard to say,Place strict limits on the number of foreigners who can come here,Female,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,"Neither good, nor bad",Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Let people come as long as there are jobs available,Female,30-49,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Disagree,Quite good,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Let people come as long as there are jobs available,Male,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Agree,Don´t know,Disagree,Agree,Hard to say,Agree,Disagree,Hard to say,Agree,Agree,Prohibit people coming here from other countries,Female,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Agree,Don´t know,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Let anyone come who wants to,Female,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Agree,Quite good,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Let people come as long as there are jobs available,Female,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Disagree,Quite good,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Let anyone come who wants to,Male,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Disagree,Quite good,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Let anyone come who wants to,Female,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,"Neither good, nor bad",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Let people come as long as there are jobs available,Male,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,Quite good,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Let people come as long as there are jobs available,Male,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Neither agree nor disagree,"Neither good, nor bad",Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Let people come as long as there are jobs available,Female,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,Quite good,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Let people come as long as there are jobs available,Female,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Agree,Quite bad,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Let people come as long as there are jobs available,Male,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Agree,"Neither good, nor bad",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Let people come as long as there are jobs available,Female,30-49,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Agree,Quite bad,Agree,Agree,Agree,Hard to say,Agree,Agree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Male,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Agree,"Neither good, nor bad",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Male,30-49,I am born in this country,Not an immigrant,Not an immigrant
Rural,Mentioned,Agree,"Neither good, nor bad",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Let people come as long as there are jobs available,Female,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Disagree,"Neither good, nor bad",Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Place strict limits on the number of foreigners who can come here,Female,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Disagree,Quite good,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Place strict limits on the number of foreigners who can come here,Male,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Neither agree nor disagree,Quite good,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Place strict limits on the number of foreigners who can come here,Female,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Disagree,Quite good,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Place strict limits on the number of foreigners who can come here,Male,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Mentioned,Disagree,"Neither good, nor bad",Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Place strict limits on the number of foreigners who can come here,Male,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Agree,Quite bad,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Female,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Agree,"Neither good, nor bad",Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Let people come as long as there are jobs available,Female,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Neither agree nor disagree,Very good,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Let anyone come who wants to,Male,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Neither agree nor disagree,"Neither good, nor bad",Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Male,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Urban,Mentioned,Agree,Quite bad,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Place strict limits on the number of foreigners who can come here,Male,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Disagree,Quite bad,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Let people come as long as there are jobs available,Male,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,"Neither good, nor bad",Hard to say,Hard to say,Hard to say,Hard to say,Hard to say,Hard to say,Hard to say,Hard to say,Let people come as long as there are jobs available,Male,30-49,I am born in this country,Not an immigrant,Not an immigrant
Rural,Mentioned,Agree,Quite good,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Let people come as long as there are jobs available,Female,30-49,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Agree,"Neither good, nor bad",Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Let anyone come who wants to,Female,30-49,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Agree,"Neither good, nor bad",Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Let people come as long as there are jobs available,Female,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Agree,"Neither good, nor bad",Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Male,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Rural,Mentioned,Agree,Don´t know,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Let people come as long as there are jobs available,Male,30-49,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Disagree,Don´t know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Prohibit people coming here from other countries,Male,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Neither agree nor disagree,Quite bad,Disagree,Agree,Agree,Hard to say,Hard to say,Disagree,Hard to say,Hard to say,Let anyone come who wants to,Female,30-49,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Agree,"Neither good, nor bad",Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Male,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Rural,Mentioned,Agree,Don´t know,Disagree,Disagree,Hard to say,Disagree,Disagree,Disagree,Hard to say,Disagree,Prohibit people coming here from other countries,Female,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,"Neither good, nor bad",Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Female,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Mentioned,Agree,"Neither good, nor bad",Agree,Hard to say,Agree,Hard to say,Agree,Agree,Hard to say,Agree,Let people come as long as there are jobs available,Female,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Urban,Mentioned,Agree,Quite bad,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Prohibit people coming here from other countries,Male,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Mentioned,Agree,"Neither good, nor bad",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Let people come as long as there are jobs available,Female,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Neither agree nor disagree,"Neither good, nor bad",Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Male,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Neither agree nor disagree,Quite bad,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Female,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Urban,Mentioned,Neither agree nor disagree,"Neither good, nor bad",Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Female,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Urban,Mentioned,Neither agree nor disagree,"Neither good, nor bad",Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Female,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Rural,Mentioned,Agree,"Neither good, nor bad",Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Let people come as long as there are jobs available,Male,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Rural,Mentioned,Agree,Don´t know,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Let people come as long as there are jobs available,Female,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Agree,"Neither good, nor bad",Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Male,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Mentioned,Neither agree nor disagree,"Neither good, nor bad",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Female,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Rural,Mentioned,Agree,Quite good,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Let anyone come who wants to,Female,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Neither agree nor disagree,Quite bad,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Let people come as long as there are jobs available,Female,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Mentioned,Disagree,"Neither good, nor bad",Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Let people come as long as there are jobs available,Male,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Rural,Mentioned,Agree,"Neither good, nor bad",Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Let people come as long as there are jobs available,Female,30-49,I am born in this country,Not an immigrant,Not an immigrant
Rural,Not mentioned,Agree,"Neither good, nor bad",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Let people come as long as there are jobs available,Female,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Urban,Mentioned,Agree,"Neither good, nor bad",Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Female,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,"Neither good, nor bad",Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Male,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,Quite bad,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Prohibit people coming here from other countries,Female,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,Quite bad,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Prohibit people coming here from other countries,Female,50 and more,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Disagree,Quite bad,Hard to say,Hard to say,Hard to say,Hard to say,Hard to say,Hard to say,Hard to say,Hard to say,Place strict limits on the number of foreigners who can come here,Female,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,Quite bad,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Don´t know,Male,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Neither agree nor disagree,Quite bad,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Place strict limits on the number of foreigners who can come here,Female,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Mentioned,Agree,"Neither good, nor bad",Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Let people come as long as there are jobs available,Male,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,"Neither good, nor bad",Agree,Agree,Disagree,Agree,Agree,Agree,Hard to say,Agree,Let anyone come who wants to,Male,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,Quite good,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Hard to say,Let anyone come who wants to,Female,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,"Neither good, nor bad",Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Let people come as long as there are jobs available,Female,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,"Neither good, nor bad",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Female,Up to 29,I am born in this country,Not an immigrant,Not an immigrant
Urban,Mentioned,Disagree,Don´t know,Hard to say,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Hard to say,Don´t know,Male,Up to 29,I am born in this country,Not an immigrant,Immigrant
Urban,Mentioned,Neither agree nor disagree,Quite good,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Place strict limits on the number of foreigners who can come here,Male,30-49,I am born in this country,Immigrant,Not an immigrant
Urban,Mentioned,Disagree,Quite good,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Let people come as long as there are jobs available,Female,30-49,I am born in this country,Not an immigrant,Not an immigrant
Urban,Not mentioned,Agree,Quite good,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Let people come as long as there are jobs available,Male,50 and more,I am born in this country,Not an immigrant,Not an immigrant
